"PokedexID","Title","CaptureRate","GrowthRate","HeightInches","WeightLbs","Types","Region","RegionID","Color","EnglishName","JapaneseName","FrenchName","Type1","Type2","SpeciesID"
"901","Ursaluna","75","medium","94.49","639.34","5;1","63","8","Brown","Ursaluna","ガチグマ","Ursaking","Ground","Normal","901"
"902","Basculegion-male","135","medium","118.11","242.51","11;8","63","8","Green","Basculegion","イダイトウ","Paragruel","Water","Ghost","902"
"903","Sneasler","135","medium-slow","51.18","94.8","2;4","63","8","Gray","Sneasler","オオニューラ","Farfurex","Fighting","Poison","903"
"904","Overqwil","135","medium","98.43","133.38","17;4","63","8","Black","Overqwil","ハリーマン","Qwilpik","Dark","Poison","904"
"905","Enamorus-incarnate","3","slow","62.99","105.82","18;3","63","8","Pink","Enamorus","ラブトロス","Amovénus","Fairy","Flying","905"
"906","Sprigatito","45","medium-slow","15.75","9.04","12","65","10","Green","Sprigatito","ニャオハ","Poussacha","Grass","","906"
"907","Floragato","45","medium-slow","35.43","26.9","12","65","10","Green","Floragato","ニャローテ","Matourgeon","Grass","","907"
"908","Meowscarada","45","medium-slow","59.06","68.78","12;17","65","10","Green","Meowscarada","マスカーニャ","Miascarade","Grass","Dark","908"
"909","Fuecoco","45","medium-slow","15.75","21.61","10","65","10","Red","Fuecoco","ホゲータ","Chochodile","Fire","","909"
"910","Crocalor","45","medium-slow","39.37","67.68","10","65","10","Red","Crocalor","アチゲータ","Crocogril","Fire","","910"
"911","Skeledirge","45","medium-slow","62.99","719.81","10;8","65","10","Red","Skeledirge","ラウドボーン","Flâmigator","Fire","Ghost","911"
"912","Quaxly","45","medium-slow","19.69","13.45","11","65","10","White","Quaxly","クワッス","Coiffeton","Water","","912"
"913","Quaxwell","45","medium-slow","47.24","47.4","11","65","10","Blue","Quaxwell","ウェルカモ","Canarbello","Water","","913"
"914","Quaquaval","45","medium-slow","70.87","136.47","11;2","65","10","Blue","Quaquaval","ウェーニバル","Palmaval","Water","Fighting","914"
"915","Lechonk","255","medium","19.69","22.49","1","65","10","Gray","Lechonk","グルトン","Gourmelet","Normal","","915"
"916","Oinkologne-male","100","medium","39.37","264.55","1","65","10","Gray","Oinkologne","パフュートン","Fragroin","Normal","","916"
"917","Tarountula","255","slow-then-very-fast","11.81","8.82","7","65","10","White","Tarountula","タマンチュラ","Tissenboule","Bug","","917"
"918","Spidops","120","slow-then-very-fast","39.37","36.38","7","65","10","Green","Spidops","ワナイダー","Filentrappe","Bug","","918"
"919","Nymble","190","medium","7.87","2.2","7","65","10","Gray","Nymble","マメバッタ","Lilliterelle","Bug","","919"
"920","Lokix","30","medium","39.37","38.58","7;17","65","10","Gray","Lokix","エクスレッグ","Gambex","Bug","Dark","920"
"921","Pawmi","190","medium","11.81","5.51","13","65","10","Yellow","Pawmi","パモ","Pohm","Electric","","921"
"922","Pawmo","80","medium","15.75","14.33","13;2","65","10","Yellow","Pawmo","パモット","Pohmotte","Electric","Fighting","922"
"923","Pawmot","45","medium","35.43","90.39","13;2","65","10","Yellow","Pawmot","パーモット","Pohmarmotte","Electric","Fighting","923"
"924","Tandemaus","150","fast","11.81","3.97","1","65","10","White","Tandemaus","ワッカネズミ","Compagnol","Normal","","924"
"925","Maushold-family-of-four","75","fast","11.81","6.17","1","65","10","White","Maushold","イッカネズミ","Famignol","Normal","","925"
"926","Fidough","190","medium-slow","11.81","24.03","18","65","10","Yellow","Fidough","パピモッチ","Pâtachiot","Fairy","","926"
"927","Dachsbun","90","medium-slow","19.69","32.85","18","65","10","Brown","Dachsbun","バウッツェル","Briochien","Fairy","","927"
"928","Smoliv","255","medium-slow","11.81","14.33","12;1","65","10","Green","Smoliv","ミニーブ","Olivini","Grass","Normal","928"
"929","Dolliv","120","medium-slow","23.62","26.24","12;1","65","10","Green","Dolliv","オリーニョ","Olivado","Grass","Normal","929"
"930","Arboliva","45","medium-slow","55.12","106.26","12;1","65","10","Green","Arboliva","オリーヴァ","Arboliva","Grass","Normal","930"
"931","Squawkabilly-green-plumage","190","slow-then-very-fast","23.62","5.29","1;3","65","10","Green","Squawkabilly","イキリンコ","Tapatoès","Normal","Flying","931"
"932","Nacli","255","medium-slow","15.75","35.27","6","65","10","Brown","Nacli","コジオ","Selutin","Rock","","932"
"933","Naclstack","120","medium-slow","23.62","231.49","6","65","10","Brown","Naclstack","ジオヅム","Amassel","Rock","","933"
"934","Garganacl","45","medium-slow","90.55","529.11","6","65","10","Brown","Garganacl","キョジオーン","Gigansel","Rock","","934"
"935","Charcadet","90","slow","23.62","23.15","10","65","10","Red","Charcadet","カルボウ","Charbambin","Fire","","935"
"936","Armarouge","25","slow","59.06","187.39","10;14","65","10","Red","Armarouge","グレンアルマ","Carmadura","Fire","Psychic","936"
"937","Ceruledge","25","slow","62.99","136.69","10;8","65","10","Blue","Ceruledge","ソウブレイズ","Malvalame","Fire","Ghost","937"
"938","Tadbulb","190","medium","11.81","0.88","13","65","10","Yellow","Tadbulb","ズピカ","Têtampoule","Electric","","938"
"939","Bellibolt","50","medium","47.24","249.12","13","65","10","Green","Bellibolt","ハラバリー","Ampibidou","Electric","","939"
"940","Wattrel","180","medium-slow","15.75","7.94","13;3","65","10","Black","Wattrel","カイデン","Zapétrel","Electric","Flying","940"
"941","Kilowattrel","90","medium-slow","55.12","85.1","13;3","65","10","Yellow","Kilowattrel","タイカイデン","Fulgulairo","Electric","Flying","941"
"942","Maschiff","150","medium-slow","19.69","35.27","17","65","10","Brown","Maschiff","オラチフ","Grondogue","Dark","","942"
"943","Mabosstiff","75","medium-slow","43.31","134.48","17","65","10","Gray","Mabosstiff","マフィティフ","Dogrino","Dark","","943"
"944","Shroodle","190","medium-slow","7.87","1.54","4;1","65","10","Gray","Shroodle","シルシュルー","Gribouraigne","Poison","Normal","944"
"945","Grafaiai","90","medium-slow","27.56","59.97","4;1","65","10","Gray","Grafaiai","タギングル","Tag-Tag","Poison","Normal","945"
"946","Bramblin","190","medium","23.62","1.32","12;8","65","10","Brown","Bramblin","アノクサ","Virovent","Grass","Ghost","946"
"947","Brambleghast","45","medium","47.24","13.23","12;8","65","10","Brown","Brambleghast","アノホラグサ","Virevorreur","Grass","Ghost","947"
"948","Toedscool","190","medium-slow","35.43","72.75","5;12","65","10","Yellow","Toedscool","ノノクラゲ","Terracool","Ground","Grass","948"
"949","Toedscruel","90","medium-slow","74.8","127.87","5;12","65","10","Black","Toedscruel","リククラゲ","Terracruel","Ground","Grass","949"
"950","Klawf","120","medium","51.18","174.16","6","65","10","Red","Klawf","ガケガニ","Craparoi","Rock","","950"
"951","Capsakid","190","medium","11.81","6.61","12","65","10","Green","Capsakid","カプサイジ","Pimito","Grass","","951"
"952","Scovillain","75","medium","35.43","33.07","12;10","65","10","Green","Scovillain","スコヴィラン","Scovilain","Grass","Fire","952"
"953","Rellor","190","fast","7.87","2.2","7","65","10","Brown","Rellor","シガロコ","Léboulérou","Bug","","953"
"954","Rabsca","45","fast","11.81","7.72","7;14","65","10","Green","Rabsca","ベラカス","Bérasca","Bug","Psychic","954"
"955","Flittle","120","medium-slow","7.87","3.31","14","65","10","Yellow","Flittle","ヒラヒナ","Flotillon","Psychic","","955"
"956","Espathra","60","medium-slow","74.8","198.42","14","65","10","Yellow","Espathra","クエスパトラ","Cléopsytra","Psychic","","956"
"957","Tinkatink","190","medium-slow","15.75","19.62","18;9","65","10","Pink","Tinkatink","カヌチャン","Forgerette","Fairy","Steel","957"
"958","Tinkatuff","90","medium-slow","27.56","130.29","18;9","65","10","Pink","Tinkatuff","ナカヌチャン","Forgella","Fairy","Steel","958"
"959","Tinkaton","45","medium-slow","27.56","248.68","18;9","65","10","Pink","Tinkaton","デカヌチャン","Forgelina","Fairy","Steel","959"
"960","Wiglett","255","medium","47.24","3.97","11","65","10","White","Wiglett","ウミディグダ","Taupikeau","Water","","960"
"961","Wugtrio","50","medium","47.24","11.9","11","65","10","Red","Wugtrio","ウミトリオ","Triopikeau","Water","","961"
"962","Bombirdier","25","slow","59.06","94.58","3;17","65","10","White","Bombirdier","オトシドリ","Lestombaile","Flying","Dark","962"
"963","Finizen","200","slow","51.18","132.72","11","65","10","Blue","Finizen","ナミイルカ","Dofin","Water","","963"
"964","Palafin-zero","45","slow","51.18","132.72","11","65","10","Blue","Palafin","イルカマン","Superdofin","Water","","964"
"965","Varoom","190","medium","39.37","77.16","9;4","65","10","Gray","Varoom","ブロロン","Vrombi","Steel","Poison","965"
"966","Revavroom","75","medium","70.87","264.55","9;4","65","10","Gray","Revavroom","ブロロローム","Vrombotor","Steel","Poison","966"
"967","Cyclizar","190","medium-slow","62.99","138.89","16;1","65","10","Green","Cyclizar","モトトカゲ","Motorizard","Dragon","Normal","967"
"968","Orthworm","25","slow","98.43","683.43","9","65","10","Pink","Orthworm","ミミズズ","Ferdeter","Steel","","968"
"969","Glimmet","70","medium-slow","27.56","17.64","6;4","65","10","Blue","Glimmet","キラーメ","Germéclat","Rock","Poison","969"
"970","Glimmora","25","medium-slow","59.06","99.21","6;4","65","10","Blue","Glimmora","キラフロル","Floréclat","Rock","Poison","970"
"971","Greavard","120","medium-slow","23.62","77.16","8","65","10","White","Greavard","ボチ","Toutombe","Ghost","","971"
"972","Houndstone","60","medium-slow","78.74","33.07","8","65","10","White","Houndstone","ハカドッグ","Tomberro","Ghost","","972"
"973","Flamigo","100","medium-slow","62.99","81.57","3;2","65","10","Pink","Flamigo","カラミンゴ","Flamenroule","Flying","Fighting","973"
"974","Cetoddle","150","medium-slow","47.24","99.21","15","65","10","White","Cetoddle","アルクジラ","Piétacé","Ice","","974"
"975","Cetitan","50","medium-slow","177.17","1543.23","15","65","10","White","Cetitan","ハルクジラ","Balbalèze","Ice","","975"
"976","Veluza","100","fast","98.43","198.42","11;14","65","10","Gray","Veluza","ミガルーサ","Délestin","Water","Psychic","976"
"977","Dondozo","25","slow","472.44","485.02","11","65","10","Blue","Dondozo","ヘイラッシャ","Oyacata","Water","","977"
"978","Tatsugiri-curly","100","medium-slow","11.81","17.64","16;11","65","10","Pink","Tatsugiri","シャリタツ","Nigirigon","Dragon","Water","978"
"979","Annihilape","45","medium","47.24","123.46","2;8","65","10","Gray","Annihilape","コノヨザル","Courrousinge","Fighting","Ghost","979"
"980","Clodsire","90","medium","70.87","491.63","4;5","65","10","Brown","Clodsire","ドオー","Terraiste","Poison","Ground","980"
"981","Farigiraf","45","medium","125.98","352.74","1;14","65","10","Brown","Farigiraf","リキキリン","Farigiraf","Normal","Psychic","981"
"982","Dudunsparce-two-segment","45","medium","141.73","86.42","1","65","10","Yellow","Dudunsparce","ノココッチ","Deusolourdo","Normal","","982"
"983","Kingambit","25","medium","78.74","264.55","17;9","65","10","Black","Kingambit","ドドゲザン","Scalpereur","Dark","Steel","983"
"984","Great-tusk","30","slow","86.61","705.48","5;2","65","10","Purple","Great Tusk","イダイナキバ","Fort-Ivoire","Ground","Fighting","984"
"985","Scream-tail","50","slow","47.24","17.64","18;14","65","10","Pink","Scream Tail","サケブシッポ","Hurle-Queue","Fairy","Psychic","985"
"986","Brute-bonnet","50","slow","47.24","46.3","12;17","65","10","Gray","Brute Bonnet","アラブルタケ","Fongus-Furie","Grass","Dark","986"
"987","Flutter-mane","30","slow","55.12","8.82","8;18","65","10","Gray","Flutter Mane","ハバタクカミ","Flotte-Mèche","Ghost","Fairy","987"
"988","Slither-wing","30","slow","125.98","202.82","7;2","65","10","Red","Slither Wing","チヲハウハネ","Rampe-Ailes","Bug","Fighting","988"
"989","Sandy-shocks","30","slow","90.55","132.28","13;5","65","10","Gray","Sandy Shocks","スナノケガワ","Pelage-Sablé","Electric","Ground","989"
"990","Iron-treads","30","slow","35.43","529.11","5;9","65","10","Gray","Iron Treads","テツノワダチ","Roue-de-Fer","Ground","Steel","990"
"991","Iron-bundle","50","slow","23.62","24.25","15;11","65","10","Red","Iron Bundle","テツノツツミ","Hotte-de-Fer","Ice","Water","991"
"992","Iron-hands","50","slow","70.87","839.3","2;13","65","10","Gray","Iron Hands","テツノカイナ","Paume-de-Fer","Fighting","Electric","992"
"993","Iron-jugulis","30","slow","51.18","244.71","17;3","65","10","Blue","Iron Jugulis","テツノコウベ","Têtes-de-Fer","Dark","Flying","993"
"994","Iron-moth","30","slow","47.24","79.37","10;4","65","10","Yellow","Iron Moth","テツノドクガ","Mite-de-Fer","Fire","Poison","994"
"995","Iron-thorns","30","slow","62.99","668","6;13","65","10","Green","Iron Thorns","テツノイバラ","Épine-de-Fer","Rock","Electric","995"
"996","Frigibax","45","slow","19.69","37.48","16;15","65","10","Gray","Frigibax","セビエ","Frigodo","Dragon","Ice","996"
"997","Arctibax","25","slow","31.5","66.14","16;15","65","10","Gray","Arctibax","セゴール","Cryodo","Dragon","Ice","997"
"998","Baxcalibur","10","slow","82.68","462.97","16;15","65","10","Gray","Baxcalibur","セグレイブ","Glaivodo","Dragon","Ice","998"
"999","Gimmighoul","45","slow","11.81","11.02","8","65","10","Brown","Gimmighoul","コレクレー","Mordudor","Ghost","","999"
"1000","Gholdengo","45","slow","47.24","66.14","9;8","65","10","Yellow","Gholdengo","サーフゴー","Gromago","Steel","Ghost","1000"
"1001","Wo-chien","6","slow","59.06","163.58","17;12","65","10","Brown","Wo-Chien","チオンジェン","Chongjian","Dark","Grass","1001"
"1002","Chien-pao","6","slow","74.8","335.54","17;15","65","10","White","Chien-Pao","パオジアン","Baojian","Dark","Ice","1002"
"1003","Ting-lu","6","slow","106.3","1542.57","17;5","65","10","Brown","Ting-Lu","ディンルー","Dinglu","Dark","Ground","1003"
"1004","Chi-yu","6","slow","15.75","10.8","17;10","65","10","Red","Chi-Yu","イーユイ","Yuyu","Dark","Fire","1004"
"1005","Roaring-moon","10","slow","78.74","837.76","16;17","65","10","Green","Roaring Moon","トドロクツキ","Rugit-Lune","Dragon","Dark","1005"
"1006","Iron-valiant","10","slow","55.12","77.16","18;2","65","10","White","Iron Valiant","テツノブジン","Garde-de-Fer","Fairy","Fighting","1006"
"1007","Koraidon","3","slow","98.43","668","2;16","65","10","Red","Koraidon","コライドン","Koraidon","Fighting","Dragon","1007"
"1008","Miraidon","3","slow","137.8","529.11","13;16","65","10","Blue","Miraidon","ミライドン","Miraidon","Electric","Dragon","1008"
"1009","Walking-wake","5","slow","137.8","617.29","11;16","65","10","Blue","Walking Wake","ウネルミナモ","Serpente-Eau","Water","Dragon","1009"
"1010","Iron-leaves","5","slow","59.06","275.58","12;14","65","10","Green","Iron Leaves","テツノイサハ","Vert-de-Fer","Grass","Psychic","1010"
"1011","Dipplin","45","slow","15.75","21.38","12;16","65","10","Green","Dipplin","カミッチュ","Pomdramour","Grass","Dragon","1011"
"1012","Poltchageist","120","slow","3.94","2.43","12;8","65","10","Green","Poltchageist","チャデス","Poltchageist","Grass","Ghost","1012"
"1013","Sinistcha","60","slow","7.87","4.85","12;8","65","10","Green","Sinistcha","ヤバソチャ","Théffroyable","Grass","Ghost","1013"
"1014","Okidogi","3","slow","70.87","203.27","4;2","65","10","Black","Okidogi","イイネイヌ","Félicanis","Poison","Fighting","1014"
"1015","Munkidori","3","slow","39.37","26.9","4;14","65","10","Black","Munkidori","マシマシラ","Fortusimia","Poison","Psychic","1015"
"1016","Fezandipiti","3","slow","55.12","66.36","4;18","65","10","Black","Fezandipiti","キチキギス","Favianos","Poison","Fairy","1016"
"1017","Ogerpon","5","slow","47.24","87.74","12","65","10","Green","Ogerpon","オーガポン","Ogerpon","Grass","","1017"
"1018","Archaludon","10","medium","78.74","132.28","9;16","65","10","White","Archaludon","ブリジュラス","Pondralugon","Steel","Dragon","1018"
"1019","Hydrapple","10","slow-then-very-fast","70.87","205.03","12;16","65","10","Green","Hydrapple","カミツオロチ","Pomdorochi","Grass","Dragon","1019"
"1020","Gouging-fire","10","slow","137.8","1300.73","10;16","65","10","Brown","Gouging Fire","ウガツホムラ","Feu-Perçant","Fire","Dragon","1020"
"1021","Raging-bolt","10","slow","204.72","1058.22","13;16","65","10","Yellow","Raging Bolt","タケルライコ","Ire-Foudre","Electric","Dragon","1021"
"1022","Iron-boulder","10","slow","59.06","358.25","6;14","65","10","Gray","Iron Boulder","テツノイワオ","Roc-de-Fer","Rock","Psychic","1022"
"1023","Iron-crown","10","slow","62.99","343.92","9;14","65","10","Blue","Iron Crown","テツノカシラ","Chef-de-Fer","Steel","Psychic","1023"
"1024","Terapagos","255","slow","7.87","14.33","1","65","10","Blue","Terapagos","テラパゴス","Terapagos","Normal","","1024"
"1025","Pecharunt","3","slow","11.81","0.66","4;8","65","10","Purple","Pecharunt","モモワロウ","Pêchaminus","Poison","Ghost","1025"
"10001","Deoxys-attack","3","slow","66.93","134.04","14","58","3","Red","Deoxys","デオキシス","Deoxys","Psychic","","386"
"10002","Deoxys-defense","3","slow","66.93","134.04","14","58","3","Red","Deoxys","デオキシス","Deoxys","Psychic","","386"
"10003","Deoxys-speed","3","slow","66.93","134.04","14","58","3","Red","Deoxys","デオキシス","Deoxys","Psychic","","386"
"10004","Wormadam-sandy","45","medium","19.69","14.33","7;5","59","4","Green","Wormadam","ミノマダム","Cheniselle","Bug","Ground","413"
"10005","Wormadam-trash","45","medium","19.69","14.33","7;9","59","4","Green","Wormadam","ミノマダム","Cheniselle","Bug","Steel","413"
"10006","Shaymin-sky","45","medium-slow","15.75","11.46","12;3","59","4","Green","Shaymin","シェイミ","Shaymin","Grass","Flying","492"
"10007","Giratina-origin","3","slow","271.65","1433","8;16","59","4","Black","Giratina","ギラティナ","Giratina","Ghost","Dragon","487"
"10008","Rotom-heat","45","medium","11.81","0.66","13;10","59","4","Red","Rotom","ロトム","Motisma","Electric","Fire","479"
"10009","Rotom-wash","45","medium","11.81","0.66","13;11","59","4","Red","Rotom","ロトム","Motisma","Electric","Water","479"
"10010","Rotom-frost","45","medium","11.81","0.66","13;15","59","4","Red","Rotom","ロトム","Motisma","Electric","Ice","479"
"10011","Rotom-fan","45","medium","11.81","0.66","13;3","59","4","Red","Rotom","ロトム","Motisma","Electric","Flying","479"
"10012","Rotom-mow","45","medium","11.81","0.66","13;12","59","4","Red","Rotom","ロトム","Motisma","Electric","Grass","479"
"10013","Castform-sunny","45","medium","11.81","1.76","10","58","3","Gray","Castform","ポワルン","Morphéo","Fire","","351"
"10014","Castform-rainy","45","medium","11.81","1.76","11","58","3","Gray","Castform","ポワルン","Morphéo","Water","","351"
"10015","Castform-snowy","45","medium","11.81","1.76","15","58","3","Gray","Castform","ポワルン","Morphéo","Ice","","351"
"10016","Basculin-blue-striped","25","medium","39.37","39.68","11","60","5","Green","Basculin","バスラオ","Bargantua","Water","","550"
"10017","Darmanitan-zen","60","medium-slow","51.18","204.81","10;14","60","5","Red","Darmanitan","ヒヒダルマ","Darumacho","Fire","Psychic","555"
"10018","Meloetta-pirouette","3","slow","23.62","14.33","1;2","60","5","White","Meloetta","メロエッタ","Meloetta","Normal","Fighting","648"
"10019","Tornadus-therian","3","slow","55.12","138.89","3","60","5","Green","Tornadus","トルネロス","Boréas","Flying","","641"
"10020","Thundurus-therian","3","slow","118.11","134.48","13;3","60","5","Blue","Thundurus","ボルトロス","Fulguris","Electric","Flying","642"
"10021","Landorus-therian","3","slow","51.18","149.91","5;3","60","5","Brown","Landorus","ランドロス","Démétéros","Ground","Flying","645"
"10022","Kyurem-black","3","slow","129.92","716.5","16;15","60","5","Gray","Kyurem","キュレム","Kyurem","Dragon","Ice","646"
"10023","Kyurem-white","3","slow","141.73","716.5","16;15","60","5","Gray","Kyurem","キュレム","Kyurem","Dragon","Ice","646"
"10024","Keldeo-resolute","3","slow","55.12","106.92","11;2","60","5","Yellow","Keldeo","ケルディオ","Keldeo","Water","Fighting","647"
"10025","Meowstic-female","75","medium","23.62","18.74","14","61","6","Blue","Meowstic","ニャオニクス","Mistigrix","Psychic","","678"
"10026","Aegislash-blade","45","medium","66.93","116.84","9;8","61","6","Brown","Aegislash","ギルガルド","Exagide","Steel","Ghost","681"
"10027","Pumpkaboo-small","120","medium","11.81","7.72","8;12","61","6","Brown","Pumpkaboo","バケッチャ","Pitrouille","Ghost","Grass","710"
"10028","Pumpkaboo-large","120","medium","19.69","16.53","8;12","61","6","Brown","Pumpkaboo","バケッチャ","Pitrouille","Ghost","Grass","710"
"10029","Pumpkaboo-super","120","medium","31.5","33.07","8;12","61","6","Brown","Pumpkaboo","バケッチャ","Pitrouille","Ghost","Grass","710"
"10030","Gourgeist-small","60","medium","27.56","20.94","8;12","61","6","Brown","Gourgeist","パンプジン","Banshitrouye","Ghost","Grass","711"
"10031","Gourgeist-large","60","medium","43.31","30.86","8;12","61","6","Brown","Gourgeist","パンプジン","Banshitrouye","Ghost","Grass","711"
"10032","Gourgeist-super","60","medium","66.93","85.98","8;12","61","6","Brown","Gourgeist","パンプジン","Banshitrouye","Ghost","Grass","711"
"10033","Venusaur-mega","45","medium-slow","94.49","342.82","12;4","56","1","Green","Venusaur","フシギバナ","Florizarre","Grass","Poison","3"
"10034","Charizard-mega-x","45","medium-slow","66.93","243.61","10;16","56","1","Red","Charizard","リザードン","Dracaufeu","Fire","Dragon","6"
"10035","Charizard-mega-y","45","medium-slow","66.93","221.56","10;3","56","1","Red","Charizard","リザードン","Dracaufeu","Fire","Flying","6"
"10036","Blastoise-mega","45","medium-slow","62.99","222.89","11","56","1","Blue","Blastoise","カメックス","Tortank","Water","","9"
"10037","Alakazam-mega","50","medium-slow","47.24","105.82","14","56","1","Brown","Alakazam","フーディン","Alakazam","Psychic","","65"
"10038","Gengar-mega","45","medium-slow","55.12","89.29","8;4","56","1","Purple","Gengar","ゲンガー","Ectoplasma","Ghost","Poison","94"
"10039","Kangaskhan-mega","45","medium","86.61","220.46","1","56","1","Brown","Kangaskhan","ガルーラ","Kangourex","Normal","","115"
"10040","Pinsir-mega","45","slow","66.93","130.07","7;3","56","1","Brown","Pinsir","カイロス","Scarabrute","Bug","Flying","127"
"10041","Gyarados-mega","45","slow","255.91","672.41","11;17","56","1","Blue","Gyarados","ギャラドス","Léviator","Water","Dark","130"
"10042","Aerodactyl-mega","45","slow","82.68","174.16","6;3","56","1","Purple","Aerodactyl","プテラ","Ptéra","Rock","Flying","142"
"10043","Mewtwo-mega-x","3","slow","90.55","279.99","14;2","56","1","Purple","Mewtwo","ミュウツー","Mewtwo","Psychic","Fighting","150"
"10044","Mewtwo-mega-y","3","slow","59.06","72.75","14","56","1","Purple","Mewtwo","ミュウツー","Mewtwo","Psychic","","150"
"10045","Ampharos-mega","45","medium-slow","55.12","135.58","13;16","57","2","Yellow","Ampharos","デンリュウ","Pharamp","Electric","Dragon","181"
"10046","Scizor-mega","25","medium","78.74","275.58","7;9","57","2","Red","Scizor","ハッサム","Cizayox","Bug","Steel","212"
"10047","Heracross-mega","45","slow","66.93","137.79","7;2","57","2","Blue","Heracross","ヘラクロス","Scarhino","Bug","Fighting","214"
"10048","Houndoom-mega","45","slow","74.8","109.13","17;10","57","2","Black","Houndoom","ヘルガー","Démolosse","Dark","Fire","229"
"10049","Tyranitar-mega","45","slow","98.43","562.18","6;17","57","2","Green","Tyranitar","バンギラス","Tyranocif","Rock","Dark","248"
"10050","Blaziken-mega","45","medium-slow","74.8","114.64","10;2","58","3","Red","Blaziken","バシャーモ","Braségali","Fire","Fighting","257"
"10051","Gardevoir-mega","45","slow","62.99","106.7","14;18","58","3","White","Gardevoir","サーナイト","Gardevoir","Psychic","Fairy","282"
"10052","Mawile-mega","45","fast","39.37","51.81","9;18","58","3","Black","Mawile","クチート","Mysdibule","Steel","Fairy","303"
"10053","Aggron-mega","45","slow","86.61","870.82","9","58","3","Gray","Aggron","ボスゴドラ","Galeking","Steel","","306"
"10054","Medicham-mega","90","medium","51.18","69.45","2;14","58","3","Red","Medicham","チャーレム","Charmina","Fighting","Psychic","308"
"10055","Manectric-mega","45","slow","70.87","97","13","58","3","Yellow","Manectric","ライボルト","Élecsprint","Electric","","310"
"10056","Banette-mega","45","fast","47.24","28.66","8","58","3","Black","Banette","ジュペッタ","Branette","Ghost","","354"
"10057","Absol-mega","30","medium-slow","47.24","108.03","17","58","3","White","Absol","アブソル","Absol","Dark","","359"
"10058","Garchomp-mega","45","slow","74.8","209.44","16;5","59","4","Blue","Garchomp","ガブリアス","Carchacrok","Dragon","Ground","445"
"10059","Lucario-mega","45","medium-slow","51.18","126.77","2;9","59","4","Blue","Lucario","ルカリオ","Lucario","Fighting","Steel","448"
"10060","Abomasnow-mega","60","slow","106.3","407.85","12;15","59","4","White","Abomasnow","ユキノオー","Blizzaroi","Grass","Ice","460"
"10061","Floette-eternal","120","medium","7.87","1.98","18","61","6","White","Floette","フラエッテ","Floette","Fairy","","670"
"10062","Latias-mega","3","slow","70.87","114.64","16;14","58","3","Red","Latias","ラティアス","Latias","Dragon","Psychic","380"
"10063","Latios-mega","3","slow","90.55","154.32","16;14","58","3","Blue","Latios","ラティオス","Latios","Dragon","Psychic","381"
"10064","Swampert-mega","45","medium-slow","74.8","224.87","11;5","58","3","Blue","Swampert","ラグラージ","Laggron","Water","Ground","260"
"10065","Sceptile-mega","45","medium-slow","74.8","121.7","12;16","58","3","Green","Sceptile","ジュカイン","Jungko","Grass","Dragon","254"
"10066","Sableye-mega","45","medium-slow","19.69","354.94","17;8","58","3","Purple","Sableye","ヤミラミ","Ténéfix","Dark","Ghost","302"
"10067","Altaria-mega","45","slow-then-very-fast","59.06","45.42","16;18","58","3","Blue","Altaria","チルタリス","Altaria","Dragon","Fairy","334"
"10068","Gallade-mega","45","slow","62.99","124.34","14;2","59","4","White","Gallade","エルレイド","Gallame","Psychic","Fighting","475"
"10069","Audino-mega","255","fast","59.06","70.55","1;18","60","5","Pink","Audino","タブンネ","Nanméouïe","Normal","Fairy","531"
"10070","Sharpedo-mega","60","slow","98.43","287.26","11;17","58","3","Blue","Sharpedo","サメハダー","Sharpedo","Water","Dark","319"
"10071","Slowbro-mega","75","medium","78.74","264.55","11;14","56","1","Pink","Slowbro","ヤドラン","Flagadoss","Water","Psychic","80"
"10072","Steelix-mega","25","medium","413.39","1631.42","9;5","57","2","Gray","Steelix","ハガネール","Steelix","Steel","Ground","208"
"10073","Pidgeot-mega","45","medium-slow","86.61","111.33","1;3","56","1","Brown","Pidgeot","ピジョット","Roucarnage","Normal","Flying","18"
"10074","Glalie-mega","75","medium","82.68","772.06","15","58","3","Gray","Glalie","オニゴーリ","Oniglali","Ice","","362"
"10075","Diancie-mega","3","slow","43.31","61.29","6;18","61","6","Pink","Diancie","ディアンシー","Diancie","Rock","Fairy","719"
"10076","Metagross-mega","3","slow","98.43","2078.74","9;14","58","3","Blue","Metagross","メタグロス","Métalosse","Steel","Psychic","376"
"10077","Kyogre-primal","3","slow","385.83","947.99","11","58","3","Blue","Kyogre","カイオーガ","Kyogre","Water","","382"
"10078","Groudon-primal","3","slow","196.85","2203.96","5;10","58","3","Red","Groudon","グラードン","Groudon","Ground","Fire","383"
"10079","Rayquaza-mega","45","slow","425.2","864.21","16;3","58","3","Green","Rayquaza","レックウザ","Rayquaza","Dragon","Flying","384"
"10080","Pikachu-rock-star","190","medium","15.75","13.23","13","56","1","Yellow","Pikachu","ピカチュウ","Pikachu","Electric","","25"
"10081","Pikachu-belle","190","medium","15.75","13.23","13","56","1","Yellow","Pikachu","ピカチュウ","Pikachu","Electric","","25"
"10082","Pikachu-pop-star","190","medium","15.75","13.23","13","56","1","Yellow","Pikachu","ピカチュウ","Pikachu","Electric","","25"
"10083","Pikachu-phd","190","medium","15.75","13.23","13","56","1","Yellow","Pikachu","ピカチュウ","Pikachu","Electric","","25"
"10084","Pikachu-libre","190","medium","15.75","13.23","13","56","1","Yellow","Pikachu","ピカチュウ","Pikachu","Electric","","25"
